query,doi,title
social media user behavior exploitation and exploration strategies,10.1080/07421222.2017.1296747,Who Do You Think You Are? Common and Differential Effects of Social Self-Identity on Social Media Usage
identity theory application to social media continuance intention,10.1080/07421222.2017.1296747,Who Do You Think You Are? Common and Differential Effects of Social Self-Identity on Social Media Usage
social self-identity effects on reinforced and varied platform usage,10.1080/07421222.2017.1296747,Who Do You Think You Are? Common and Differential Effects of Social Self-Identity on Social Media Usage
technology readoption and win-back strategies for mobile services,10.1080/07421222.2017.1297172,Winning Back Technology Disadopters: Testing a Technology Readoption Model in the Context of Mobile Internet Services
diffusion of innovation theory applied to ICT disadopter re-engagement,10.1080/07421222.2017.1297172,Winning Back Technology Disadopters: Testing a Technology Readoption Model in the Context of Mobile Internet Services
winning back disadopters in mobile internet generational transitions,10.1080/07421222.2017.1297172,Winning Back Technology Disadopters: Testing a Technology Readoption Model in the Context of Mobile Internet Services
ICT overload antecedents mobile device usage,10.1080/07421222.2017.1373010,The Impact of Mental Representations on ICT-Related Overload in the Use of Mobile Phones
UTAUT and cognitive overload in smartphone adoption,10.1080/07421222.2017.1373010,The Impact of Mental Representations on ICT-Related Overload in the Use of Mobile Phones
Managing technostress and information overload for mobile users,10.1080/07421222.2017.1373010,The Impact of Mental Representations on ICT-Related Overload in the Use of Mobile Phones
determinants of professional benefits in online health communities,10.1080/07421222.2017.1334480,How Doctors Gain Social and Economic Returns in Online Health-Care Communities: A Professional Capital Perspective
social exchange theory application in physician online platform participation,10.1080/07421222.2017.1334480,How Doctors Gain Social and Economic Returns in Online Health-Care Communities: A Professional Capital Perspective
doctor social capital economic returns knowledge sharing platforms,10.1080/07421222.2017.1334480,How Doctors Gain Social and Economic Returns in Online Health-Care Communities: A Professional Capital Perspective
IT artifact design for deviant behavior prevention in social media,10.1080/07421222.2017.1373012,Using IT Design to Prevent Cyberbullying
control balance theory application in information systems for cyberbullying,10.1080/07421222.2017.1373012,Using IT Design to Prevent Cyberbullying
social media platform features to reduce online harassment through design,10.1080/07421222.2017.1373012,Using IT Design to Prevent Cyberbullying
online user reviews impact on product sales over time,10.1080/07421222.2017.1394079,A Temporal Study of the Effects of Online Opinions: Information Sources Matter
theory of information search application to movie box office performance,10.1080/07421222.2017.1394079,A Temporal Study of the Effects of Online Opinions: Information Sources Matter
consumer choice uncertainty and passive information attention in e-commerce,10.1080/07421222.2017.1394079,A Temporal Study of the Effects of Online Opinions: Information Sources Matter
collaborative technology for group decision making and idea selection,10.1080/07421222.2017.1393303,Beyond Brainstorming: Exploring Convergence in Teams
technology acceptance model for team convergence activities in collaborative work,10.1080/07421222.2017.1393303,Beyond Brainstorming: Exploring Convergence in Teams
facilitation interventions for improving idea evaluation in virtual teams,10.1080/07421222.2017.1393303,Beyond Brainstorming: Exploring Convergence in Teams
decision support systems credibility and user compliance in risky choices,10.1080/07421222.2017.1394073,Assessing the Credibility of Decisional Guidance Delivered by Information Systems
technology acceptance model TAM and credibility of system recommendations,10.1080/07421222.2017.1394073,Assessing the Credibility of Decisional Guidance Delivered by Information Systems
influence of system guidance on managerial decision making under uncertainty,10.1080/07421222.2017.1394073,Assessing the Credibility of Decisional Guidance Delivered by Information Systems
employee motivations for information security compliance behavior,10.1080/07421222.2017.1394083,User Motivations in Protecting Information Security: Protection Motivation Theory Versus Self-Determination Theory
Self-Determination Theory application to security policy adherence,10.1080/07421222.2017.1394083,User Motivations in Protecting Information Security: Protection Motivation Theory Versus Self-Determination Theory
comparing motivational drivers for user cybersecurity practices,10.1080/07421222.2017.1394083,User Motivations in Protecting Information Security: Protection Motivation Theory Versus Self-Determination Theory
antecedents of user content creation and sharing in social media,10.1080/07421222.2017.1296744,What Leads to Prosocial Behaviors on Social Networking Services: A Tripartite Model
commitment theory application to social networking service user behavior,10.1080/07421222.2017.1296744,What Leads to Prosocial Behaviors on Social Networking Services: A Tripartite Model
drivers of active participation and prosocial behavior on SNS platforms,10.1080/07421222.2017.1296744,What Leads to Prosocial Behaviors on Social Networking Services: A Tripartite Model
organizational controls impact on employee non-work internet use,10.1080/07421222.2017.1297173,To Cyberloaf or Not to Cyberloaf: The Impact of the Announcement of Formal Organizational Controls
Akers social learning theory applied to workplace cyberloafing behavior,10.1080/07421222.2017.1297173,To Cyberloaf or Not to Cyberloaf: The Impact of the Announcement of Formal Organizational Controls
formal policy announcement effects on employee technology misuse antecedents,10.1080/07421222.2017.1297173,To Cyberloaf or Not to Cyberloaf: The Impact of the Announcement of Formal Organizational Controls
consumer data sharing intention in digital service platforms,10.1080/07421222.2017.1334467,"Beyond the Personalization–Privacy Paradox: Privacy Valuation, Transparency Features, and Service Personalization"
Information Boundary Theory application to online privacy calculus,10.1080/07421222.2017.1334467,"Beyond the Personalization–Privacy Paradox: Privacy Valuation, Transparency Features, and Service Personalization"
transparency features impact on willingness to disclose personal information,10.1080/07421222.2017.1334467,"Beyond the Personalization–Privacy Paradox: Privacy Valuation, Transparency Features, and Service Personalization"
cross-cultural e-commerce adoption factors and consumer trust,10.1080/07421222.2016.1267531,Global Differences in Online Shopping Behavior: Understanding Factors Leading to Trust
trust theory application in international online retail environments,10.1080/07421222.2016.1267531,Global Differences in Online Shopping Behavior: Understanding Factors Leading to Trust
determinants of trust for online shopping in emerging versus mature markets,10.1080/07421222.2016.1267531,Global Differences in Online Shopping Behavior: Understanding Factors Leading to Trust
